name	ra	dec	pointing	region_number	region_lst	fermi
J0237+0526	39.308500	5.446900	0	73	48.783540	nondetected
J0239+0416	39.963600	4.272500	0	73	48.783540	nondetected
J0242+1101	40.621500	11.016700	0	73	48.783540	nondetected
BBJ0316+0904	49.052900	9.078900	0	73	48.783540	detected
J0309+1029	47.265100	10.487800	0	73	48.783540	detected
J0256+1542	44.228800	15.711900	0	73	48.783540	nondetected
J0250+1708	42.572500	17.135600	0	73	48.783540	detected
NVSSJ025037+171209	42.656700	17.202500	0	73	48.783540	detected
J0257+1847	44.440100	18.784700	0	73	48.783540	nondetected
J0339-0146	54.878900	-1.776400	1	90	49.314239	detected
J0339-0133	54.754100	-1.554900	0	90	49.314239	nondetected
J0408-0122	62.081800	-1.375000	0	90	49.314239	nondetected
J0412+0010	63.139400	0.180000	0	90	49.314239	nondetected
J0416+0105	64.218700	1.090000	0	90	49.314239	detected
J0400+0550	60.048900	5.845300	0	90	49.314239	nondetected
J0357+0542	59.442200	5.708600	0	90	49.314239	nondetected
J0401+0413	60.333000	4.226100	0	90	49.314239	nondetected
J0334+0800	53.722200	8.003900	0	90	49.314239	nondetected
BBJ0326+0225	51.557900	2.420600	0	90	49.314239	detected
J0327+0044	51.996700	0.739400	0	90	49.314239	nondetected
J0323+0145	50.791100	1.763900	0	90	49.314239	nondetected
CLJ0317+0248	49.449600	2.811800	0	90	49.314239	nondetected
BZBJ0323-0111	50.931200	-1.196200	0	90	49.314239	detected
BZBJ0323-0108	50.985000	-1.143800	0	90	49.314239	detected
J0318-0029	49.560100	-0.496700	0	90	49.314239	nondetected
J0312+0133	48.181700	1.554700	0	90	49.314239	detected
J0241-0815	40.270000	-8.255600	1	118	49.904599	nondetected
J0243-0550	40.802000	-5.848600	0	118	49.904599	nondetected
J0245-1107	41.354000	-11.121100	0	118	49.904599	nondetected
J0246-1236	41.743600	-12.608300	0	118	49.904599	nondetected
J0257-1212	44.420800	-12.200300	0	118	49.904599	detected
J0259-0018	44.868800	-0.300000	0	118	49.904599	nondetected
J0309-0559	47.347000	-5.988900	0	118	49.904599	nondetected
CRJ0305-0607	46.252400	-6.128200	0	118	49.904599	detected
NVSSJ030943-074427	47.429600	-7.740900	0	118	49.904599	detected
J0315-1031	48.987000	-10.527600	0	118	49.904599	detected
NVSSJ033223-111951	53.096700	-11.330900	0	118	49.904599	detected
3C147	85.651100	49.852000	1	142	50.467830	nondetected
J0505+0459	76.346600	4.995000	1	91	50.720073	detected
CRJ0505+0415	76.394900	4.265200	0	91	50.720073	detected
PKS0459+060	75.564200	6.152200	0	91	50.720073	detected
J0456+0400	74.196500	4.014400	0	91	50.720073	nondetected
J0442-0017	70.661100	-0.295300	0	91	50.720073	detected
J0501-0159	75.303400	-1.987200	0	91	50.720073	detected
CRJ0505-0419	76.463500	-4.324100	0	91	50.720073	detected
J0522-0725	80.596600	-7.420300	0	91	50.720073	nondetected
J0529-0519	82.473000	-5.328100	0	91	50.720073	detected
J0527+0106	81.818000	1.100000	0	91	50.720073	nondetected
PKS0519+01	80.572900	1.225400	0	91	50.720073	detected
J0527+0331	81.886300	3.525300	0	91	50.720073	nondetected
J0509+0541	77.358200	5.693100	0	91	50.720073	detected
J0517+0648	79.463900	6.800800	0	91	50.720073	nondetected
CLJ0517+0858	79.416900	8.976600	0	91	50.720073	detected
J0433+0521	68.296200	5.354200	1	74	51.271899	nondetected
J0457+0645	74.282100	6.751900	0	74	51.271899	detected
J0455+0655	73.836300	6.927200	0	74	51.271899	nondetected
J0452+1236	73.177500	12.606700	0	74	51.271899	nondetected
J0449+1121	72.282000	11.357800	0	74	51.271899	detected
J0440+1437	70.088100	14.632500	0	74	51.271899	detected
J0431+1731	67.989100	17.526600	0	74	51.271899	nondetected
J0428+1732	67.148500	17.539700	0	74	51.271899	nondetected
J0430+1655	67.593100	16.918000	0	74	51.271899	nondetected
C0424+1442	66.097900	14.704600	0	74	51.271899	nondetected
C0448+1127	72.210000	11.465100	0	74	51.271899	detected
J0439+0520	69.759400	5.345300	0	74	51.271899	nondetected
J0424+0805	66.240000	8.088100	0	74	51.271899	nondetected
J0426+0518	66.652500	5.305500	0	74	51.271899	detected
J0422+0219	65.717500	2.323900	0	74	51.271899	detected
C0424+0036	66.195200	0.601800	0	74	51.271899	detected
J0412+0438	63.159100	4.635000	0	74	51.271899	nondetected
J0407+0742	61.871200	7.701900	0	74	51.271899	detected
J0406+0637	61.643000	6.620800	0	74	51.271899	nondetected
J0409+1217	62.341700	12.294200	0	74	51.271899	nondetected
J0405-1308	61.391500	-13.137400	1	117	51.974612	detected
J0409-1238	62.274000	-12.646700	0	117	51.974612	nondetected
J0405-0739	61.253600	-7.655800	0	117	51.974612	nondetected
J0422-0643	65.545000	-6.729300	0	117	51.974612	detected
J0423-0120	65.815800	-1.342500	0	117	51.974612	detected
1WGAJ0506.6-0857	76.665400	-8.967100	0	117	51.974612	detected
J0438-1251	69.645900	-12.850800	0	117	51.974612	detected
J0434-1442	68.579200	-14.715300	0	117	51.974612	nondetected
J0432-1614	68.121200	-16.234700	0	117	51.974612	nondetected
J0348-1610	57.163600	-16.171400	1	133	52.384471	nondetected
J0351-1153	57.795700	-11.889400	0	133	52.384471	nondetected
1ES0347+121	57.346700	-11.990800	0	133	52.384471	nondetected
J0336-1302	54.146000	-13.034400	0	133	52.384471	nondetected
RBS421	51.421700	-16.771100	0	133	52.384471	detected
J0319-1613	49.773000	-16.229700	0	133	52.384471	nondetected
J0315-1656	48.865300	-16.941400	0	133	52.384471	nondetected
PKS0336-177	54.807100	-17.600200	0	133	52.384471	detected
J0401-1606	60.277700	-16.110800	0	133	52.384471	nondetected
J0416-1851	64.152300	-18.852200	0	133	52.384471	detected
J0437-1844	69.256200	-18.746700	1	132	52.792835	nondetected
J0449-1814	72.317500	-18.246400	0	132	52.792835	nondetected
BBJ0448-1632	72.156800	-16.545200	0	132	52.792835	detected
J0457-1819	74.476300	-18.321100	0	132	52.792835	nondetected
PMNJ0508-1936	77.079200	-19.599000	0	132	52.792835	detected
J0521-1737	80.348200	-17.625000	0	132	52.792835	detected
J0551-1909	87.980200	-19.155800	0	132	52.792835	nondetected
J0558-1317	89.510600	-13.294700	1	116	53.123196	nondetected
C0608-1520	92.006400	-15.343600	0	116	53.123196	detected
J0619-1140	94.767100	-11.681900	0	116	53.123196	nondetected
J0616-1041	94.174200	-10.685600	0	116	53.123196	nondetected
J0607-0834	91.998800	-8.580600	0	116	53.123196	detected
J0606-0724	91.681500	-7.408300	0	116	53.123196	nondetected
NVSSJ060915-024754	92.312500	-2.798400	0	116	53.123196	detected
J0541-0541	85.408700	-5.696900	0	116	53.123196	nondetected
J0542-0913	85.732800	-9.225300	0	116	53.123196	nondetected
C0607-1458	91.806900	-14.974900	0	116	53.123196	nondetected
J0609-1542	92.420600	-15.711100	0	116	53.123196	nondetected
J0559-1817	89.943300	-18.296400	0	116	53.123196	nondetected
3C48	24.422100	33.159800	1	138	53.717356	nondetected
J0631-1410	97.834300	-14.175300	1	131	54.032055	nondetected
J0630-1323	97.724600	-13.392800	0	131	54.032055	nondetected
PKS0648-16	102.602000	-16.627800	0	131	54.032055	detected
TXS0646-176	102.119000	-17.734700	0	131	54.032055	detected
TXS0700-197	105.678000	-19.856400	0	131	54.032055	detected
J0629-1959	97.349000	-19.988600	0	131	54.032055	detected
J0617-1715	94.389300	-17.257000	0	131	54.032055	detected
J0610-1847	92.574500	-18.794400	0	131	54.032055	detected
3C207	130.198000	13.206500	1	77	54.463224	detected
BBJ0847+1133	131.804000	11.564000	0	77	54.463224	detected
J0851+0845	132.869000	8.754200	0	77	54.463224	nondetected
J0902+0443	135.613000	4.719300	0	77	54.463224	detected
J0914+0245	138.660000	2.760300	0	77	54.463224	nondetected
J0901+0448	135.299000	4.816100	0	77	54.463224	nondetected
CLJ0829+0858	127.376000	8.972600	0	77	54.463224	nondetected
J0831+0847	127.980000	8.795300	0	77	54.463224	nondetected
C0835+0937	128.930000	9.621700	0	77	54.463224	detected
TXS0846+051	132.385000	4.918600	0	77	54.463224	detected
J0909+0121	137.292000	1.359700	0	77	54.463224	detected
J0909+0200	137.416000	2.001400	0	77	54.463224	detected
J0905+1358	136.396000	13.968400	0	77	54.463224	detected
J0908+1609	137.233000	16.165000	0	77	54.463224	nondetected
BZBJ0912+1555	138.129000	15.924800	0	77	54.463224	detected
J0856+1739	134.236000	17.663100	0	77	54.463224	nondetected
J0956+2515	149.208000	25.254400	1	62	55.056934	detected
1RXSJ100235.8+22160	150.644000	22.270900	0	62	55.056934	detected
J1016+2037	154.185000	20.629700	0	62	55.056934	nondetected
J1024+1912	156.187000	19.205600	0	62	55.056934	nondetected
J1012+2312	153.068000	23.203900	0	62	55.056934	nondetected
J0954+2639	148.666000	26.656700	0	62	55.056934	nondetected
J0941+2728	145.451000	27.477200	0	62	55.056934	detected
GB6J0941+2721	145.468000	27.371600	0	62	55.056934	detected
J0940+2603	145.061000	26.058100	0	62	55.056934	nondetected
J0943+1702	145.822000	17.038600	0	62	55.056934	nondetected
J0946+1017	146.646000	10.285000	0	62	55.056934	detected
J0925+1658	141.458000	16.970000	0	62	55.056934	nondetected
NVSSJ092145+233548	140.438000	23.596800	0	62	55.056934	detected
GB6J0922+2347	140.567000	23.777900	0	62	55.056934	detected
3C161	96.792100	-5.884700	1	141	55.693773	nondetected
J1058+1951	164.575000	19.863900	1	63	55.997548	nondetected
J1051+2119	162.953000	21.331100	0	63	55.997548	nondetected
J1051+2027	162.756000	20.455600	0	63	55.997548	nondetected
GB6J1049+1548	162.413000	15.810600	0	63	55.997548	detected
TXS1100+122	165.764700	11.971300	0	63	55.997548	detected
J1118+1234	169.739000	12.578100	0	63	55.997548	nondetected
BBJ1107+1502	166.950000	15.036300	0	63	55.997548	detected
J1113+1442	168.495000	14.707500	0	63	55.997548	nondetected
J1119+1656	169.968000	16.948900	0	63	55.997548	nondetected
CRJ1142+1547	175.532000	15.798400	0	63	55.997548	detected
3C264	176.270900	19.606300	0	63	55.997548	detected
J1125+2610	171.474000	26.172200	0	63	55.997548	nondetected
J1124+2336	171.011000	23.612500	0	63	55.997548	detected
1ES1106+244	167.317000	24.188900	0	63	55.997548	detected
C1117+2014	169.276000	20.235400	0	63	55.997548	detected
J1122+1805	170.624000	18.090600	0	63	55.997548	nondetected
J1059+2057	164.913000	20.956100	0	63	55.997548	nondetected
CLJ1054+2210	163.628000	22.181900	0	63	55.997548	detected
CLJ1049+2338	162.251000	23.638900	0	63	55.997548	detected
J1159+2914	179.883000	29.245300	1	47	56.661401	detected
J1209+2547	182.438000	25.784200	0	47	56.661401	nondetected
J1147+2635	176.999000	26.595000	0	47	56.661401	nondetected
BBJ1136+2550	174.209000	25.847900	0	47	56.661401	detected
J1150+2417	177.580000	24.298100	0	47	56.661401	detected
J1158+2450	179.607000	24.838300	0	47	56.661401	nondetected
J1207+2754	181.866000	27.916100	0	47	56.661401	nondetected
J1221+2813	185.382000	28.232800	0	47	56.661401	detected
J1217+3007	184.467000	30.116700	0	47	56.661401	detected
1ES1218+304	185.341000	30.176900	0	47	56.661401	detected
J1231+2847	187.932000	28.797200	0	47	56.661401	detected
J1228+3128	187.104000	31.476900	0	47	56.661401	nondetected
J1220+3431	185.035000	34.522500	0	47	56.661401	detected
J1147+3501	176.842000	35.018600	0	47	56.661401	nondetected
J1136+3407	174.114000	34.127500	0	47	56.661401	nondetected
3C274	187.706000	12.391100	1	64	57.213169	detected
J1247+1022	191.947000	10.375300	0	64	57.213169	nondetected
1RXS125117.4+103914	192.824000	10.651400	0	64	57.213169	detected
J1255+1817	193.882000	18.297200	0	64	57.213169	nondetected
TXS1252+224	193.638000	22.184100	0	64	57.213169	detected
C1303+2433	195.763000	24.565500	0	64	57.213169	detected
J1230+2518	187.559000	25.301900	0	64	57.213169	detected
MS1221.8+2452	186.101000	24.606600	0	64	57.213169	detected
C1224+2122	186.227000	21.379600	0	64	57.213169	detected
J1254+1141	193.659000	11.684700	0	64	57.213169	nondetected
GB6J1231+1421	187.848000	14.356600	0	64	57.213169	detected
J1215+1654	183.767000	16.910300	0	64	57.213169	detected
J1209+1810	182.466000	18.168600	0	64	57.213169	detected
J1207+1211	181.803000	12.195800	1	79	57.720518	nondetected
BBJ1204+1145	181.050000	11.765400	0	79	57.720518	detected
J1154+1225	178.543000	12.419200	0	79	57.720518	nondetected
GB6J1158+0937	179.725000	9.619500	0	79	57.720518	detected
J1128+1039	172.190000	10.651900	0	79	57.720518	nondetected
J1145+0455	176.339000	4.923900	0	79	57.720518	nondetected
GB6J1200+0202	180.052000	2.035900	0	79	57.720518	detected
BBJ1226+0638	186.684000	6.648100	0	79	57.720518	detected
J1214+0829	183.750000	8.489400	0	79	57.720518	nondetected
J1201+1431	180.435000	14.526700	0	79	57.720518	nondetected
4C+13.46	183.383000	13.122300	0	79	57.720518	detected
M84	186.265600	12.887000	0	79	57.720518	nondetected
3C286	202.785000	30.509200	1	136	58.236755	nondetected
J1309+1154	197.391000	11.906700	1	80	58.434959	detected
J1300+0828	195.152000	8.467500	0	80	58.434959	nondetected
J1300+1206	195.008000	12.106100	0	80	58.434959	nondetected
J1313+1027	198.423000	10.453900	0	80	58.434959	nondetected
J1345+0706	206.455000	7.108600	0	80	58.434959	detected
J1351+0830	207.821000	8.510800	0	80	58.434959	nondetected
J1350+0940	207.592000	9.669400	0	80	58.434959	nondetected
BBJ1351+1114	207.837000	11.247800	0	80	58.434959	detected
FRBAJ1338+11	204.745000	11.888200	0	80	58.434959	detected
J1327+1223	201.978000	12.385800	0	80	58.434959	nondetected
J1333+1649	203.399000	16.817800	0	80	58.434959	nondetected
3C295	212.835000	52.202600	1	140	58.938157	nondetected
J1506+3730	226.540000	37.514200	1	49	59.127241	detected
J1458+3720	224.687000	37.339200	0	49	59.127241	nondetected
RXJ1448.0+36	222.003000	36.141900	0	49	59.127241	detected
J1453+3505	223.327000	35.094200	0	49	59.127241	nondetected
J1522+3144	230.542000	31.737200	0	49	59.127241	detected
BUJ1532+3016	233.009000	30.274700	0	49	59.127241	detected
J1539+3104	234.817000	31.068600	0	49	59.127241	nondetected
J1442+3234	220.501000	32.572200	0	49	59.127241	nondetected
J1437+3119	219.415000	31.316900	0	49	59.127241	nondetected
J1435+3131	218.790000	31.530000	0	49	59.127241	detected
J1422+3223	215.627000	32.386100	0	49	59.127241	nondetected
J1435+3012	218.898000	30.206700	0	49	59.127241	nondetected
RBS1467	227.177000	27.152300	0	49	59.127241	detected
J1453+2648	223.473000	26.809200	0	49	59.127241	nondetected
MS14588+2249	225.258000	22.635000	0	49	59.127241	detected
J1443+2501	220.987000	25.029000	0	49	59.127241	detected
J1428+2724	217.132000	27.408900	0	49	59.127241	nondetected
J1436+2321	219.171000	23.350800	1	65	59.717060	detected
J1439+2114	219.787000	21.247200	0	65	59.717060	nondetected
J1419+2706	214.997000	27.106900	0	65	59.717060	nondetected
BZBJ1410+2820	212.622000	28.348700	0	65	59.717060	detected
2E1415+2557	214.486000	25.723500	0	65	59.717060	detected
CR1427+2347	216.752000	23.800000	0	65	59.717060	detected
J1424+2256	216.159000	22.933300	0	65	59.717060	nondetected
J1434+1952	218.666000	19.866700	0	65	59.717060	nondetected
J1435+2021	218.841000	20.355000	0	65	59.717060	detected
J1446+1721	221.647000	17.351900	0	65	59.717060	nondetected
J1420+1703	215.087000	17.058100	0	65	59.717060	nondetected
J1425+1424	216.454000	14.415600	0	65	59.717060	nondetected
J1415+1320	213.995000	13.339700	0	65	59.717060	detected
J1412+1334	213.152000	13.577200	0	65	59.717060	nondetected
J1353+1435	208.345000	14.594200	0	65	59.717060	detected
J1347+1835	206.848000	18.593600	0	65	59.717060	nondetected
J1405+0415	211.255000	4.259700	1	97	60.285348	detected
MS1402.3+0416	211.212000	4.033900	0	97	60.285348	detected
J1410+0731	212.646000	7.522500	0	97	60.285348	nondetected
J1415+0832	213.791000	8.534700	0	97	60.285348	nondetected
J1437+0405	219.284000	4.092800	0	97	60.285348	nondetected
RXJ1357.6+0128	209.410000	1.470400	0	97	60.285348	detected
PKS1348+007	207.768000	0.522200	0	97	60.285348	detected
SDSSJ141826.	214.610000	-2.559400	0	97	60.285348	detected
CT_1419-0838	214.843000	-8.641800	0	97	60.285348	detected
1406-076	212.235000	-7.874100	0	97	60.285348	detected
J1324-1049	201.107000	-10.823100	1	111	60.722450	nondetected
PKSB1322-110	201.305000	-11.293900	0	111	60.722450	nondetected
J1322-0937	200.654000	-9.626900	0	111	60.722450	detected
J1318-0607	199.641000	-6.123100	0	111	60.722450	nondetected
J1312-0424	198.212000	-4.413600	0	111	60.722450	detected
J1305-1033	196.388000	-10.555300	0	111	60.722450	nondetected
J1303-1051	195.808000	-10.854700	0	111	60.722450	nondetected
J1317-1345	199.402000	-13.758900	0	111	60.722450	nondetected
PMNJ1318-1235	199.679000	-12.584300	0	111	60.722450	detected
J1337-1257	204.416000	-12.956700	0	111	60.722450	detected
J1349-1110	207.263000	-11.166700	0	111	60.722450	nondetected
J1349-1132	207.381000	-11.548100	0	111	60.722450	nondetected
CR1354-1041	208.694000	-10.684100	0	111	60.722450	detected
J1336-0829	204.036000	-8.497500	0	111	60.722450	nondetected
J1334-1150	203.518000	-11.837200	0	111	60.722450	nondetected
J1332-1256	203.164000	-12.937600	0	111	60.722450	detected
J1327-1336	201.925000	-13.600000	0	111	60.722450	nondetected
J1319-1217	199.800000	-12.292200	0	111	60.722450	nondetected
J1319-1239	199.882000	-12.656900	0	111	60.722450	nondetected
J1325-0804	201.290000	-8.080000	0	111	60.722450	nondetected
J1326-0500	201.727000	-5.016400	0	111	60.722450	nondetected
J1332-0509	203.019000	-5.161900	0	111	60.722450	detected
1RXS132928.0-053132	202.367000	-5.525700	0	111	60.722450	detected
J1357-1527	209.297000	-15.457800	1	126	61.447847	nondetected
J1405-1440	211.387000	-14.671700	0	126	61.447847	nondetected
J1416-1705	214.143000	-17.095800	0	126	61.447847	nondetected
J1436-1846	219.237000	-18.776100	0	126	61.447847	nondetected
J1439-1531	219.987000	-15.530600	0	126	61.447847	detected
J1433-1548	218.339000	-15.812200	0	126	61.447847	nondetected
J1421-1931	215.404000	-19.521700	0	126	61.447847	nondetected
J1350-1634	207.651000	-16.580300	0	126	61.447847	nondetected
J1333-1950	203.438000	-19.845000	0	126	61.447847	nondetected
J1344-1723	206.060000	-17.394400	0	126	61.447847	detected
J1400-1858	210.016000	-18.969700	0	126	61.447847	nondetected
J1415-0955	213.837000	-9.932800	0	126	61.447847	nondetected
PMNJ1420-1118	215.250000	-11.305500	0	126	61.447847	detected
J1507-1652	226.770000	-16.875000	1	110	61.952689	nondetected
J1508-1548	227.149000	-15.808600	0	110	61.952689	nondetected
J1510-1121	227.685000	-11.360800	0	110	61.952689	nondetected
J1513-1012	228.437000	-10.200000	0	110	61.952689	nondetected
PKS1510-089	228.211000	-9.099900	0	110	61.952689	detected
PKS1508-05	227.723000	-5.718700	0	110	61.952689	detected
J1451-0127	222.947000	-1.459700	0	110	61.952689	nondetected
J1502-1508	225.604000	-15.147800	0	110	61.952689	nondetected
BBJ1503-1541	225.919000	-15.687200	0	110	61.952689	detected
J1459-1810	224.870000	-18.179200	0	110	61.952689	nondetected
J1445-1614	221.290000	-16.236100	0	110	61.952689	nondetected
J1445-1629	221.472000	-16.483600	0	110	61.952689	nondetected
J1229+0203	187.278000	2.052200	1	96	62.463402	detected
J1246+0238	191.644000	2.635900	0	96	62.463402	detected
J1239+0730	189.852000	7.504700	0	96	62.463402	detected
J1238+0723	189.510000	7.389200	0	96	62.463402	nondetected
C1239+0443	189.887000	4.718100	0	96	62.463402	detected
J1231+0418	187.865000	4.300300	0	96	62.463402	nondetected
J1222+0413	185.594000	4.220800	0	96	62.463402	detected
PKS1217+02	185.051000	2.061500	0	96	62.463402	detected
CR1218-0119	184.646000	-1.331800	0	96	62.463402	detected
FRBAJ1219-03	184.940000	-3.240000	0	96	62.463402	detected
BBJ1233-0144	188.422000	-1.739900	0	96	62.463402	detected
J1243-0218	190.969000	-2.310600	0	96	62.463402	nondetected
J1248-0632	192.096000	-6.535800	0	96	62.463402	nondetected
1243-072	191.518000	-7.512900	0	96	62.463402	detected
J1256-0547	194.047000	-5.789200	2	96	62.463402	detected
RXJ1311.1+0035	197.777000	0.586000	0	96	62.463402	detected
J1310+0044	197.619000	0.735600	0	96	62.463402	nondetected
J1253+0326	193.446000	3.441800	0	96	62.463402	detected
J1219+4829	184.777000	48.498900	1	32	63.296926	nondetected
J1203+4803	180.874000	48.053600	0	32	63.296926	nondetected
J1232+4821	188.145000	48.359200	0	32	63.296926	nondetected
J1301+4634	195.386000	46.567200	0	32	63.296926	nondetected
J1310+4653	197.723000	46.897800	0	32	63.296926	nondetected
BBJ1309+4305	197.356000	43.084700	0	32	63.296926	detected
J1221+4411	185.363000	44.191400	0	32	63.296926	nondetected
J1226+4340	186.741000	43.682900	0	32	63.296926	nondetected
J1224+4335	186.215000	43.588700	0	32	63.296926	detected
J1209+4119	182.345000	41.328100	0	32	63.296926	detected
J1228+3706	187.198000	37.103300	0	32	63.296926	nondetected
J1220+3808	185.247000	38.148600	0	32	63.296926	nondetected
C1243+3627	190.803000	36.462200	0	32	63.296926	detected
J1235+3621	188.774000	36.355300	0	32	63.296926	nondetected
1RXS125716.0+364713	194.319000	36.787400	0	32	63.296926	detected
RXJ1249.8+3708	192.444000	37.130800	0	32	63.296926	detected
J1242+3750	190.714000	37.850000	0	32	63.296926	nondetected
J1322+3912	200.732000	39.202200	0	32	63.296926	nondetected
J1349+5341	207.394000	53.688100	1	18	63.952358	nondetected
J1337+5501	204.457000	55.017200	0	18	63.952358	nondetected
J1330+5202	202.678000	52.037500	0	18	63.952358	detected
J1335+5844	203.858000	58.733300	0	18	63.952358	nondetected
J1302+5748	195.719000	57.810300	0	18	63.952358	nondetected
J1306+5529	196.514000	55.495300	0	18	63.952358	nondetected
J1311+5513	197.763000	55.231700	0	18	63.952358	nondetected
1RXSJ124510.5+57102	191.291000	57.165200	0	18	63.952358	detected
J123220.11+495721.8	188.083800	49.956100	0	18	63.952358	nondetected
C1228+4858	187.216000	48.967000	0	18	63.952358	detected
C1253+5301	193.300000	53.019900	0	18	63.952358	detected
J1300+5029	195.172000	50.493300	0	18	63.952358	nondetected
J1314+5306	198.683000	53.107500	0	18	63.952358	nondetected
J1332+4722	203.189000	47.372800	0	18	63.952358	detected
J1312+4828	198.181000	48.475000	0	18	63.952358	detected
J1351+5542	207.993000	55.702800	0	18	63.952358	nondetected
J1327+5008	201.855000	50.146900	0	18	63.952358	nondetected
CLJ1333+5057	203.474000	50.960000	0	18	63.952358	detected
J1359+5544	209.774000	55.741500	0	18	63.952358	detected
J1324+4743	201.122000	47.722200	0	18	63.952358	nondetected
CR1208+5413	182.115000	54.222100	0	18	63.952358	nondetected
J1227+4932	186.982000	49.548900	0	18	63.952358	detected
CR1208+5441	182.226000	54.699500	0	18	63.952358	detected
BBJ1215+5002	183.753000	50.037700	0	18	63.952358	detected
J122844.81+501751.2	187.186700	50.297600	0	18	63.952358	nondetected
J1203+6031	180.765000	60.522000	0	18	63.952358	detected
J1217+5835	184.296000	58.590600	0	18	63.952358	nondetected
J1309+5557	197.291000	55.960600	0	18	63.952358	nondetected
J1248+5820	192.078000	58.341100	0	18	63.952358	detected
DR21	309.755000	42.325800	1	137	65.286591	nondetected
PKS1830-211	278.416000	-21.061000	1	123	66.028378	detected
LS5039	276.562000	-14.848600	0	123	66.028378	nondetected
PMNJ1911-1908	287.873000	-19.139900	0	123	66.028378	detected
J1917-1921	289.437000	-19.358600	0	123	66.028378	detected
J1719+1745	259.804000	17.751700	1	67	67.005615	detected
J1745+1720	266.397000	17.333600	0	67	67.005615	nondetected
J1745+2252	266.269000	22.880000	0	67	67.005615	detected
J1740+2211	265.024000	22.183600	0	67	67.005615	nondetected
C1743+1935	265.991000	19.585800	0	67	67.005615	detected
NVSSJ173605+203301	264.022000	20.550200	0	67	67.005615	detected
J1716+2152	259.047000	21.870300	0	67	67.005615	nondetected
J1724+1648	261.089000	16.805300	0	67	67.005615	nondetected
J1728+1215	262.029000	12.260800	0	67	67.005615	detected
J1725+1152	261.268000	11.870800	0	67	67.005615	detected
J1707+1122	256.885000	11.366700	0	67	67.005615	nondetected
J1707+1331	256.940000	13.518100	0	67	67.005615	nondetected
J1702+1502	255.590000	15.035000	0	67	67.005615	nondetected
J1656+1826	254.142000	18.440600	0	67	67.005615	nondetected
J1648+2224	252.006000	22.409200	0	67	67.005615	nondetected
J2011-1546	302.815000	-15.777800	1	122	67.689753	nondetected
J2000-1748	300.238000	-17.815800	0	122	67.689753	detected
J1949-1957	297.473000	-19.953600	0	122	67.689753	nondetected
1RXS195500.6-160328	298.752000	-16.060500	0	122	67.689753	detected
J2000-1325	300.176000	-13.425800	0	122	67.689753	nondetected
J2015-1252	303.807000	-12.882500	0	122	67.689753	nondetected
J2018-1109	304.617000	-11.165300	0	122	67.689753	nondetected
J2023-1139	305.903000	-11.666200	0	122	67.689753	detected
J2037-1522	309.366000	-15.366700	0	122	67.689753	nondetected
J2045-1858	311.349000	-18.981400	0	122	67.689753	nondetected
J0113+4948	18.362500	49.806700	1	12	68.236211	detected
J0128+4901	22.033600	49.018300	0	12	68.236211	nondetected
J0105+4819	16.458000	48.317500	0	12	68.236211	nondetected
J0136+4751	24.244100	47.858100	0	12	68.236211	detected
1RXS013748.0+581422	24.459200	58.236900	0	12	68.236211	detected
J0049+5128	12.408300	51.470300	0	12	68.236211	nondetected
1RXS010325.9+533721	15.857900	53.620000	0	12	68.236211	detected
GB6J0047+5657	11.751700	56.961700	0	12	68.236211	detected
NVSSJ000922+503028	2.344200	50.508000	0	12	68.236211	detected
1ES2344+514	356.770000	51.705000	0	12	68.236211	detected
1ES0033+595	8.969200	59.834700	0	12	68.236211	detected
0059+581	15.690700	58.403100	0	12	68.236211	detected
J2323-0317	350.883000	-3.284700	1	103	68.836301	detected
PKS2320-021	350.769000	-1.846700	0	103	68.836301	detected
J2337-0230	354.489000	-2.515800	0	103	68.836301	detected
J2335-0131	353.835000	-1.519200	0	103	68.836301	nondetected
RXJ2341.1+0018	355.279000	0.309300	0	103	68.836301	detected
PMNJ2324+0801	351.189000	8.034900	0	103	68.836301	detected
NVSSJ231101+020504	347.755000	2.085200	0	103	68.836301	detected
J2257+0243	344.323000	2.721400	0	103	68.836301	nondetected
J2247+0310	341.995000	3.178300	0	103	68.836301	nondetected
BBJ2247+0000	341.876000	0.001700	0	103	68.836301	detected
J2301-0158	345.283000	-1.967800	0	103	68.836301	nondetected
J2229-0832	337.417000	-8.548300	1	105	69.281588	detected
A2415	331.411000	-5.592700	0	105	69.281588	detected
J2218-0335	334.717000	-3.593300	0	105	69.281588	nondetected
C2225-0457	336.447000	-4.950400	0	105	69.281588	detected
CR2228-0753	337.219000	-7.896300	0	105	69.281588	nondetected
J2230-1325	337.564000	-13.428300	0	105	69.281588	nondetected
J2236-1433	339.142000	-14.556100	0	105	69.281588	detected
J2235-1826	338.984000	-18.435800	0	105	69.281588	nondetected
J2246-1206	341.576000	-12.114200	0	105	69.281588	nondetected
J2247-1237	341.969000	-12.621900	0	105	69.281588	nondetected
PKS2247-131	342.498400	-12.854700	0	105	69.281588	detected
J2259-0811	344.753000	-8.184200	0	105	69.281588	nondetected
J0121+1149	20.423300	11.830600	1	72	70.229635	nondetected
GB6J0114+1325	18.719200	13.426800	0	72	70.229635	detected
J0115+1324	18.796100	13.412900	0	72	70.229635	detected
J0121+1127	20.370800	11.450000	0	72	70.229635	nondetected
J0130+0842	22.615200	8.712800	0	72	70.229635	nondetected
J0149+0555	27.343200	5.931400	0	72	70.229635	nondetected
