name	ra	dec	pointing	region_number	region_lst	fermi
CR0154+0823	28.511500	8.397500	0	72	70.229635	detected
RXJ0202.4+08	30.610000	8.820300	0	72	70.229635	detected
BBJ0159+1047	29.892900	10.784700	0	72	70.229635	detected
J0117+1418	19.355000	14.303300	0	72	70.229635	nondetected
J0113+1324	18.477100	13.414600	0	72	70.229635	nondetected
J0106+1300	16.639000	13.000600	0	72	70.229635	nondetected
CLJ0115+0356	18.918800	3.945400	0	72	70.229635	detected
NVSSJ012713+032259	21.807900	3.383000	0	72	70.229635	detected
J0121+0422	20.486500	4.374200	0	72	70.229635	nondetected
C0100+0745	15.086600	7.764300	0	72	70.229635	detected
NGC7027	316.757000	42.236200	1	139	71.045752	nondetected
J2357-1125	359.380000	-11.427500	1	104	71.371443	nondetected
J2358-1020	359.545000	-10.335600	0	104	71.371443	nondetected
CRJ0001-0746	0.325100	-7.774200	0	104	71.371443	detected
J0006-0623	1.557900	-6.393100	0	104	71.371443	nondetected
J2348-0425	357.049000	-4.432200	0	104	71.371443	nondetected
J2357-0152	359.355000	-1.870800	0	104	71.371443	nondetected
J0013-0423	3.475500	-4.397800	0	104	71.371443	nondetected
J0017-0512	4.399300	-5.211400	0	104	71.371443	detected
J0004-1148	1.020500	-11.816100	0	104	71.371443	nondetected
J0013-1513	3.336300	-15.229700	0	104	71.371443	nondetected
J0005-1648	1.324700	-16.801100	0	104	71.371443	nondetected
J0001-1551	0.272200	-15.851900	0	104	71.371443	nondetected
J2354-1513	358.626000	-15.219700	0	104	71.371443	nondetected
J2345-1555	356.302000	-15.918600	0	104	71.371443	detected
J2348-1631	357.011000	-16.520000	0	104	71.371443	detected
J2336-1451	354.240000	-14.855800	0	104	71.371443	nondetected
J2339-1206	354.946000	-12.112500	0	104	71.371443	nondetected
J2331-1556	352.911000	-15.949200	0	104	71.371443	detected
J0015-1812	3.760400	-18.213900	1	135	71.985723	nondetected
NVSSJ001356-185406	3.483500	-18.901800	0	135	71.985723	detected
1RXS002209.2-185333	5.537900	-18.892400	0	135	71.985723	detected
RBS76	8.392900	-19.359400	0	135	71.985723	detected
J0035-1305	8.949000	-13.086400	0	135	71.985723	nondetected
J0040-0146	10.240000	-1.775600	1	88	72.264594	nondetected
BZBJ0038+0013	9.535400	0.226700	0	88	72.264594	detected
J0050-0452	12.589700	-4.872200	0	88	72.264594	detected
J0051-0650	12.784200	-6.833900	0	88	72.264594	detected
J0050-0929	12.672200	-9.484700	0	88	72.264594	detected
J0038-0329	9.586600	-3.499700	0	88	72.264594	nondetected
J0016-0015	4.046200	-0.253300	0	88	72.264594	detected
J0011+0057	2.876700	0.964200	0	88	72.264594	detected
CLJ0024+0349	6.188400	3.817700	0	88	72.264594	detected
J0108+0135	17.161500	1.583300	0	88	72.264594	detected
J0115-0127	18.821300	-1.451100	0	88	72.264594	nondetected
J0113+0222	18.429800	2.371400	0	88	72.264594	nondetected
J0101+0605	15.311100	6.095700	0	88	72.264594	nondetected
J0058+0620	14.640900	6.335000	0	88	72.264594	nondetected
J0037+0808	9.384200	8.136900	0	88	72.264594	nondetected
J0029+0554	7.441200	5.911100	0	88	72.264594	nondetected
J0049+0237	12.430200	2.617500	0	88	72.264594	detected
1RXS005916.3-015030	14.820000	-1.838200	0	88	72.264594	detected
J0106-0315	16.677400	-3.255300	0	88	72.264594	nondetected
J0116-1136	19.052200	-11.604200	1	119	72.950532	detected
J0110-0741	17.708400	-7.694700	0	119	72.950532	nondetected
J0111-1317	17.986900	-13.283600	0	119	72.950532	nondetected
J0132-1654	23.181200	-16.913300	0	119	72.950532	detected
J0140-1532	25.018500	-15.548600	0	119	72.950532	nondetected
J0141-0928	25.357600	-9.478600	0	119	72.950532	detected
RXJ0132.6-0804	23.171300	-8.068300	0	119	72.950532	detected
J0127-0821	21.818000	-8.358100	0	119	72.950532	nondetected
PMNJ0124-0624	21.210000	-6.417200	0	119	72.950532	detected
J0110-0415	17.626100	-4.253900	0	119	72.950532	nondetected
J0125-0005	21.370200	-0.098900	0	119	72.950532	nondetected
J0141-0202	25.390800	-2.039200	0	119	72.950532	nondetected
J0204-1701	31.240300	-17.021900	1	134	73.431512	detected
J0219-1842	34.838200	-18.710600	0	134	73.431512	nondetected
J0226-1843	36.698500	-18.727500	0	134	73.431512	nondetected
J0222-1615	35.503000	-16.254400	0	134	73.431512	detected
1RXSJ021905.8-17250	34.772900	-17.420400	0	134	73.431512	detected
J0211-1558	32.957300	-15.971700	0	134	73.431512	nondetected
J0202-1948	30.557700	-19.805300	0	134	73.431512	nondetected
J0151-1732	27.775300	-17.545600	0	134	73.431512	nondetected
J0200-1542	30.213100	-15.710000	0	134	73.431512	nondetected
J0200-1356	30.243000	-13.938300	0	134	73.431512	nondetected
J0210-1444	32.596600	-14.749700	0	134	73.431512	nondetected
J0206-1150	31.608700	-11.844200	0	134	73.431512	detected
J0220-1305	35.117600	-13.088600	0	134	73.431512	nondetected
1RXS022314.6-111741	35.808700	-11.293800	0	134	73.431512	detected
J0219+0120	34.779300	1.349700	1	89	73.936044	nondetected
PMNJ0152+0146	28.164200	1.788000	0	89	73.936044	detected
PMNJ0148+0129	27.140400	1.483600	0	89	73.936044	detected
J0202-0559	30.528600	-5.983300	0	89	73.936044	nondetected
PKS0214-085	34.261100	-8.347900	0	89	73.936044	detected
J0215-0222	33.925100	-2.382200	0	89	73.936044	nondetected
J0217+0144	34.454000	1.746900	0	89	73.936044	detected
J0217+0837	34.321400	8.617500	0	89	73.936044	detected
J0224+0659	36.118500	6.989700	0	89	73.936044	nondetected
RXJ0227.2+0201	36.818300	2.033000	0	89	73.936044	detected
NGC1068	40.669200	-0.013200	0	89	73.936044	detected
J0239-0234	39.939500	-2.578100	0	89	73.936044	nondetected
3C147	85.651100	49.852000	1	142	74.566380	nondetected
J0741+3112	115.295000	31.200000	1	44	75.215569	nondetected
J0754+3033	118.704000	30.565300	0	44	75.215569	nondetected
CT_0733+3650	113.351000	36.834600	0	44	75.215569	nondetected
J0722+3722	110.505000	37.374400	0	44	75.215569	nondetected
J0751+3313	117.974000	33.221900	0	44	75.215569	nondetected
J0745+3313	116.497000	33.226100	0	44	75.215569	nondetected
C0719+3307	109.831000	33.119400	0	44	75.215569	detected
J0740+2852	115.140000	28.879700	0	44	75.215569	nondetected
BBJ0730+3307	112.609000	33.123000	0	44	75.215569	detected
J0746+2734	116.668000	27.583100	0	44	75.215569	nondetected
J0748+2400	117.150000	24.006700	0	44	75.215569	nondetected
J0731+2451	112.891000	24.866100	0	44	75.215569	nondetected
J0721+2742	110.383600	27.703600	0	44	75.215569	nondetected
J0736+2604	114.242000	26.080300	0	44	75.215569	nondetected
J0746+2549	116.608000	25.817200	0	44	75.215569	detected
J0732+2548	113.234000	25.810600	0	44	75.215569	nondetected
J0728+2153	112.086000	21.885000	0	44	75.215569	nondetected
J0726+2153	111.559000	21.888900	0	44	75.215569	detected
J0702+2644	105.632000	26.736400	0	44	75.215569	nondetected
NVSSJ065345+282010	103.440000	28.336200	0	44	75.215569	detected
J0923+2815	140.965000	28.256900	1	45	76.631647	detected
J0915+2933	138.968000	29.556700	0	45	76.631647	detected
J0910+3329	137.654000	33.490100	0	45	76.631647	detected
J0919+3324	139.787000	33.411700	0	45	76.631647	nondetected
FIRSTJ083943.3+3540	129.930000	35.666900	0	45	76.631647	detected
J0911+3319	137.754000	33.324700	0	45	76.631647	nondetected
J0819+3226	124.760000	32.443600	0	45	76.631647	nondetected
J0836+2728	129.095000	27.481100	0	45	76.631647	nondetected
J0823+2928	125.921000	29.474400	0	45	76.631647	nondetected
J0837+2454	129.418000	24.906400	0	45	76.631647	nondetected
NVSSJ090226+205045	135.612000	20.846000	0	45	76.631647	detected
J0856+2111	134.238000	21.195300	0	45	76.631647	nondetected
MRK1218	129.546000	24.895300	0	45	76.631647	nondetected
TXS0853+211	134.165000	20.962300	0	45	76.631647	detected
RXJ0909.0+23	137.252000	23.187200	0	45	76.631647	detected
J0910+2248	137.675000	22.809700	0	45	76.631647	detected
J0905+2849	136.424000	28.824400	0	45	76.631647	nondetected
1RXSJ091211.9+27595	138.047000	27.991100	0	45	76.631647	detected
RXJ0850.6+34	132.651000	34.923000	0	45	76.631647	detected
3C48	24.422100	33.159800	1	138	77.487681	nondetected
J0958+6533	149.697000	65.565000	1	7	77.785692	detected
J1015+6728	153.908000	67.478900	0	7	77.785692	nondetected
J1056+7011	164.223000	70.195800	0	7	77.785692	detected
M81	148.888000	69.065300	0	7	77.785692	nondetected
M82	148.970000	69.679400	0	7	77.785692	detected
J0906+6930	136.628000	69.508300	0	7	77.785692	nondetected
J0903+6757	135.971000	67.956100	0	7	77.785692	nondetected
J0921+6604	140.491000	66.077300	0	7	77.785692	nondetected
J0942+6403	145.516000	64.053100	0	7	77.785692	nondetected
BBJ0940+6148	145.094000	61.807300	0	7	77.785692	detected
C1047+7238	161.948000	72.636900	0	7	77.785692	detected
J1048+7143	162.115000	71.726400	0	7	77.785692	detected
NVSSJ114118+680429	175.326000	68.074800	0	7	77.785692	detected
BBJ1136+6737	174.125000	67.617900	0	7	77.785692	detected
J1143+6633	175.923000	66.558600	0	7	77.785692	nondetected
J1141+6410	175.301000	64.168100	0	7	77.785692	nondetected
J1033+6051	158.464000	60.851900	0	7	77.785692	detected
C1032+6051	158.225000	60.857700	0	7	77.785692	nondetected
J1136+7009	174.110000	70.157500	0	7	77.785692	detected
BBJ1110+7133	167.657000	71.565700	0	7	77.785692	detected
J1019+6320	154.962000	63.333600	0	7	77.785692	detected
J1017+6116	154.358000	61.274200	0	7	77.785692	nondetected
TXS1015+594	154.744000	59.191000	0	7	77.785692	detected
J1041+5233	160.445000	52.557800	1	17	78.555475	nondetected
OM484	178.352000	49.519200	0	17	78.555475	detected
J1152+4939	178.137000	49.660600	0	17	78.555475	detected
GB6J1124+4933	171.223000	49.569700	0	17	78.555475	detected
BBJ1053+4929	163.434000	49.498900	0	17	78.555475	detected
J1047+4725	161.887000	47.425600	0	17	78.555475	detected
J1148+5254	177.236000	52.906900	0	17	78.555475	nondetected
J1157+5527	179.484000	55.453300	0	17	78.555475	nondetected
J1146+5356	176.684000	53.945300	0	17	78.555475	nondetected
BBJ1031+5053	157.827000	50.893100	0	17	78.555475	detected
J1015+4926	153.767000	49.433300	0	17	78.555475	detected
J102906.69+555625.2	157.277900	55.940300	0	17	78.555475	nondetected
C1037+5711	159.435000	57.198800	0	17	78.555475	detected
87GB114026.7+613850	175.800000	61.369700	0	17	78.555475	detected
J1128+5925	172.056000	59.420600	0	17	78.555475	nondetected
J1154+6022	178.519000	60.372400	0	17	78.555475	detected
J1148+5924	177.210000	59.415600	0	17	78.555475	nondetected
J1146+5848	176.612000	58.809400	0	17	78.555475	nondetected
J1127+5650	171.917000	56.837200	0	17	78.555475	nondetected
BBJ1117+5355	169.489000	53.931900	0	17	78.555475	detected
J1044+5322	161.044000	53.372200	0	17	78.555475	nondetected
J1046+5354	161.600000	53.907200	0	17	78.555475	nondetected
J1058+5628	164.657000	56.469700	0	17	78.555475	detected
BZBJ1131+5809	172.828000	58.149100	0	17	78.555475	detected
CRJ1151+5859	177.853000	58.988200	0	17	78.555475	detected
J1154+5934	178.506000	59.581700	0	17	78.555475	nondetected
J1130+3815	172.722000	38.255000	1	31	79.430981	nondetected
J1127+3620	171.995000	36.341100	0	31	79.430981	detected
C1112+3446	168.162000	34.777500	0	31	79.430981	detected
J1112+3503	168.138000	35.060900	0	31	79.430981	nondetected
J1104+3812	166.114000	38.208600	0	31	79.430981	detected
J1146+3958	176.743000	39.976100	0	31	79.430981	detected
BBJ1120+4212	170.200000	42.203300	0	31	79.430981	detected
BBJ1150+4154	177.644000	41.911300	0	31	79.430981	detected
J1150+4332	177.569000	43.534700	0	31	79.430981	nondetected
J1110+4403	167.693000	44.056900	0	31	79.430981	nondetected
J1108+4330	167.098000	43.514700	0	31	79.430981	nondetected
J1033+4116	158.266000	41.268300	0	31	79.430981	detected
XTEJ1118+480	169.545000	48.036800	0	31	79.430981	nondetected
J1158+4825	179.612000	48.421100	0	31	79.430981	nondetected
J1126+4516	171.740000	45.268300	0	31	79.430981	nondetected
J1033+3935	158.342000	39.597500	0	31	79.430981	nondetected
RXJ1100.3+4019	165.088000	40.324600	0	31	79.430981	detected
PB00667	162.855000	39.723800	0	31	79.430981	detected
3C161	96.792100	-5.884700	1	141	80.250870	nondetected
J1131-0500	172.877000	-5.005300	1	95	80.745196	nondetected
J1125+0001	171.426000	0.016900	0	95	80.745196	nondetected
BZBJ1107+0222	166.899000	2.373700	0	95	80.745196	detected
J1108+0811	167.156000	8.183600	0	95	80.745196	nondetected
J1104+0730	166.100000	7.514800	0	95	80.745196	detected
GB6J1059+0224	164.775000	2.418000	0	95	80.745196	detected
J1058+0133	164.623000	1.566100	0	95	80.745196	detected
BBJ1051+0103	162.966000	1.053000	0	95	80.745196	detected
J1114-0816	168.636000	-8.277500	0	95	80.745196	nondetected
BBJ1125-0742	171.467000	-7.705900	0	95	80.745196	detected
J1121-0711	170.425000	-7.185000	0	95	80.745196	nondetected
J1121-0553	170.355000	-5.899000	0	95	80.745196	detected
J1127+0555	171.902000	5.925600	0	95	80.745196	nondetected
J1120+0704	170.160000	7.079800	0	95	80.745196	detected
J1116+0829	169.042000	8.489400	0	95	80.745196	nondetected
J1119+0410	169.929000	4.174200	0	95	80.745196	nondetected
J1133+0040	173.334000	0.681100	0	95	80.745196	nondetected
J1132+0034	173.190000	0.574400	0	95	80.745196	detected
J1129-0240	172.470000	-2.668600	0	95	80.745196	nondetected
J1136-0330	174.099000	-3.508100	0	95	80.745196	nondetected
J1135-0428	173.993000	-4.474200	0	95	80.745196	nondetected
J1152-0841	178.069000	-8.684200	1	112	81.799066	detected
J1152-0519	178.231000	-5.330000	0	112	81.799066	nondetected
J1150-0640	177.600000	-6.673900	0	112	81.799066	nondetected
J1147-0724	176.965000	-7.411400	0	112	81.799066	detected
A1348	175.351000	-12.277100	0	112	81.799066	detected
1RXS114142.2-140757	175.424000	-14.131500	0	112	81.799066	detected
PMNJ1141-1404	175.324000	-14.079900	0	112	81.799066	detected
CRJ1151-1347	177.875000	-13.797400	0	112	81.799066	detected
J1153-1105	178.343000	-11.086800	0	112	81.799066	nondetected
J1210-1218	182.525000	-12.302200	0	112	81.799066	nondetected
CRJ1204-0710	181.069000	-7.169200	0	112	81.799066	detected
J1202-0528	180.649000	-5.467200	0	112	81.799066	nondetected
J1148-0404	177.233000	-4.069200	0	112	81.799066	nondetected
BBJ1154-0010	178.519000	-0.169400	0	112	81.799066	nondetected
3C286	202.785000	30.509200	1	136	82.364145	nondetected
3C295	212.835000	52.202600	1	140	82.574372	nondetected
J1127-1857	171.768000	-18.954700	1	128	82.885725	detected
C1130-1449	172.529000	-14.824300	0	128	82.885725	detected
J1120-1420	170.232000	-14.341400	0	128	82.885725	nondetected
J1121-1722	170.337000	-17.377800	0	128	82.885725	nondetected
J1110-1835	167.616000	-18.598000	0	128	82.885725	detected
J1048-1909	162.028000	-19.159700	0	128	82.885725	nondetected
J1245-1617	191.471000	-16.287500	1	127	83.662314	nondetected
J1254-1317	193.631000	-13.287800	0	127	83.662314	nondetected
J1256-1146	194.066000	-11.777100	0	127	83.662314	detected
J1239-1023	189.929000	-10.391100	0	127	83.662314	nondetected
J1226-1328	186.727000	-13.477500	0	127	83.662314	detected
J1215-1731	183.945000	-17.529200	0	127	83.662314	nondetected
PMNJ1238-1959	189.601000	-19.987100	0	127	83.662314	detected
RXJ1241.8-1455	190.455000	-14.933100	0	127	83.662314	detected
J1251-1717	192.810000	-17.286900	0	127	83.662314	nondetected
A1644	194.298300	-17.409500	0	127	83.662314	nondetected
BQJ1258-1800	194.660000	-18.000800	0	127	83.662314	detected
J1306-1718	196.636000	-17.316100	0	127	83.662314	nondetected
CT_1318-1735	199.534000	-17.593300	0	127	83.662314	nondetected
J0948+4039	147.231000	40.662200	1	30	84.390298	detected
CSS100217	157.302000	40.705600	0	30	84.390298	nondetected
J1023+3948	155.798000	39.804200	0	30	84.390298	detected
B31009+427	153.184000	42.499000	0	30	84.390298	detected
BBJ0952+3936	148.061000	39.604400	0	30	84.390298	detected
J0934+3926	143.528000	39.442200	0	30	84.390298	detected
J0900+4108	135.089000	41.139700	0	30	84.390298	nondetected
J0928+4446	142.101000	44.767800	0	30	84.390298	nondetected
J0958+4725	149.582000	47.418600	0	30	84.390298	detected
RXJ0957.7+4745	149.443000	47.763700	0	30	84.390298	detected
J0902+4310	135.629000	43.170600	0	30	84.390298	nondetected
US1015	147.549000	45.888600	0	30	84.390298	detected
PB00198	155.889000	39.887100	0	30	84.390298	detected
S40900+42	136.065000	42.634700	0	30	84.390298	detected
J0920+4441	140.244000	44.698300	0	30	84.390298	detected
J0945+4636	146.425000	46.613900	0	30	84.390298	nondetected
J0958+5039	149.657000	50.665800	0	30	84.390298	nondetected
B30908+416B	138.048000	41.435900	0	30	84.390298	detected
J0923+4125	140.880000	41.424200	0	30	84.390298	detected
S40913+39	139.204000	38.907900	0	30	84.390298	detected
J0926+4029	141.502000	40.496900	0	30	84.390298	nondetected
J0923+3849	140.810000	38.827500	0	30	84.390298	nondetected
J0952+3512	148.133000	35.214400	0	30	84.390298	nondetected
J0943+3614	145.830000	36.247800	0	30	84.390298	nondetected
J1022+4239	155.555000	42.656900	0	30	84.390298	nondetected
J0927+3902	141.762000	39.038900	0	30	84.390298	nondetected
J0939+4141	144.957000	41.698300	0	30	84.390298	nondetected
J1013+2449	153.473000	24.821100	1	46	85.347664	nondetected
C1012+2439	153.172000	24.656500	0	46	85.347664	detected
J1043+2408	160.788000	24.143100	0	46	85.347664	detected
J1036+2203	159.137000	22.053300	0	46	85.347664	nondetected
J1014+2301	153.696000	23.021100	0	46	85.347664	detected
J0953+2836	148.321000	28.600400	0	46	85.347664	detected
J1001+2911	150.292000	29.193600	0	46	85.347664	detected
J0953+3225	148.367000	32.430800	0	46	85.347664	nondetected
J1001+3424	150.300000	34.413900	0	46	85.347664	nondetected
J1013+3445	153.457000	34.763900	0	46	85.347664	nondetected
BBJ1006+3454	151.735000	34.912500	0	46	85.347664	detected
J1010+3330	152.716000	33.504700	0	46	85.347664	nondetected
RXJ1023.6+3001	155.915000	30.015300	0	46	85.347664	detected
J1023+2856	155.850000	28.947500	0	46	85.347664	nondetected
J1047+2635	161.903000	26.590800	0	46	85.347664	nondetected
J1044+2959	161.026000	29.983600	0	46	85.347664	nondetected
J1106+2812	166.530000	28.213100	0	46	85.347664	detected
J1103+3014	165.805000	30.245000	0	46	85.347664	nondetected
J1102+2757	165.560000	27.952200	0	46	85.347664	nondetected
J1021+3437	155.323000	34.622500	0	46	85.347664	nondetected
J1018+3542	154.546000	35.710800	0	46	85.347664	detected
TXS1029+378	158.170000	37.640600	0	46	85.347664	detected
